Temp;Moc;Czas;
19.9819;0;0.5
19.9834;1000;1
19.9857;1000;1.5
19.9887;1000;2
19.9925;1000;2.5
19.9971;1000;3
20.0024;1000;3.5
19.8575;0;4
19.8648;1000;4.5
19.873;1000;5
19.8819;1000;5.5
19.8916;1000;6
19.9021;1000;6.5
19.9133;1000;7
19.9252;1000;7.5
19.9378;1000;8
19.9511;1000;8.5
19.9651;1000;9
19.9797;1000;9.5
19.995;1000;10
20.0109;1000;10.5
19.6123;0;11
19.6337;1000;11.5
19.6558;1000;12
